,address,place,price,lon,lat
1164,4301 MILITARY RD NW  Unit: 109,CHEVY CHASE,1048780,-77.0843203,38.9615117
1165,4301 MILITARY RD NW  Unit: 110,CHEVY CHASE,205530,-77.0843203,38.9615117
1166,4301 MILITARY RD NW  Unit: 111,CHEVY CHASE,212610,-77.0843203,38.9615117
1167,4301 MILITARY RD NW  Unit: 112,CHEVY CHASE,438240,-77.0843203,38.9615117
1168,4301 MILITARY RD NW  Unit: 201,CHEVY CHASE,1320780,-77.0843203,38.9615117
1169,4301 MILITARY RD NW  Unit: 202,CHEVY CHASE,1220060,-77.0843203,38.9615117
1170,4301 MILITARY RD NW  Unit: 203,CHEVY CHASE,970190,-77.0843203,38.9615117
1171,4301 MILITARY RD NW  Unit: 204,CHEVY CHASE,959780,-77.0843203,38.9615117
1172,4301 MILITARY RD NW  Unit: 205,CHEVY CHASE,924320,-77.0843203,38.9615117
1173,4301 MILITARY RD NW  Unit: 206,CHEVY CHASE,618090,-77.0843203,38.9615117
1174,4301 MILITARY RD NW  Unit: 207,CHEVY CHASE,1161370,-77.0843203,38.9615117
1175,4301 MILITARY RD NW  Unit: 208,CHEVY CHASE,618090,-77.0843203,38.9615117
1176,4301 MILITARY RD NW  Unit: 209,CHEVY CHASE,643090,-77.0843203,38.9615117
1177,4301 MILITARY RD NW  Unit: 210,CHEVY CHASE,1117490,-77.0843203,38.9615117
1178,4301 MILITARY RD NW  Unit: 211,CHEVY CHASE,618090,-77.0843203,38.9615117
1179,4301 MILITARY RD NW  Unit: 212,CHEVY CHASE,1032300,-77.0843203,38.9615117
1180,4301 MILITARY RD NW  Unit: 213,CHEVY CHASE,1284230,-77.0843203,38.9615117
1181,4301 MILITARY RD NW  Unit: 301,CHEVY CHASE,1364560,-77.0843203,38.9615117
1182,4301 MILITARY RD NW  Unit: 302,CHEVY CHASE,1270060,-77.0843203,38.9615117
1183,4301 MILITARY RD NW  Unit: 303,CHEVY CHASE,974690,-77.0843203,38.9615117
1184,4301 MILITARY RD NW  Unit: 304,CHEVY CHASE,959780,-77.0843203,38.9615117
1185,4301 MILITARY RD NW  Unit: 305,CHEVY CHASE,1019290,-77.0843203,38.9615117
1186,4301 MILITARY RD NW  Unit: 306,CHEVY CHASE,643090,-77.0843203,38.9615117
1187,4301 MILITARY RD NW  Unit: 307,CHEVY CHASE,1141540,-77.0843203,38.9615117
1188,4301 MILITARY RD NW  Unit: 308,CHEVY CHASE,543000,-77.0843203,38.9615117
1189,4301 MILITARY RD NW  Unit: 309,CHEVY CHASE,571920,-77.0843203,38.9615117
1190,4301 MILITARY RD NW  Unit: 310,CHEVY CHASE,1255220,-77.0843203,38.9615117
1191,4301 MILITARY RD NW  Unit: 311,CHEVY CHASE,571920,-77.0843203,38.9615117
1192,4301 MILITARY RD NW  Unit: 312,CHEVY CHASE,1047580,-77.0843203,38.9615117
1193,4301 MILITARY RD NW  Unit: 313,CHEVY CHASE,618090,-77.0843203,38.9615117
1194,4301 MILITARY RD NW  Unit: 314,CHEVY CHASE,903090,-77.0843203,38.9615117
1195,4301 MILITARY RD NW  Unit: 315,CHEVY CHASE,704100,-77.0843203,38.9615117
1196,4301 MILITARY RD NW  Unit: 401,CHEVY CHASE,1339560,-77.0843203,38.9615117
1197,4301 MILITARY RD NW  Unit: 402,CHEVY CHASE,1245060,-77.0843203,38.9615117
1198,4301 MILITARY RD NW  Unit: 403,CHEVY CHASE,949690,-77.0843203,38.9615117
1199,4301 MILITARY RD NW  Unit: 404,CHEVY CHASE,959780,-77.0843203,38.9615117
1200,4301 MILITARY RD NW  Unit: 405,CHEVY CHASE,969290,-77.0843203,38.9615117
1201,207 KENNEDY ST NW,CHILLUM,323270,-77.013959,38.956822
1202,209 KENNEDY ST NW,CHILLUM,285720,-77.014023,38.956822
1203,211 KENNEDY ST NW,CHILLUM,563510,-77.014086,38.956822
1204,213 KENNEDY ST NW,CHILLUM,226810,-77.0141788,38.9568093
1205,215 KENNEDY ST NW,CHILLUM,305290,-77.0142359,38.9568218
1206,217 KENNEDY ST NW,CHILLUM,273480,-77.014276,38.956822
1207,219 KENNEDY ST NW,CHILLUM,241560,-77.014331,38.9568269
1208,221 MISSOURI AVE NW,CHILLUM,316870,-77.014411,38.9568
1209,223 MISSOURI AVE NW,CHILLUM,191420,-77.01446,38.956855
1210,225 MISSOURI AVE NW,CHILLUM,405330,-77.014549,38.956859
1211,5513 KANSAS AVE NW,CHILLUM,322770,-77.014311,38.957023
1212,5515 KANSAS AVE NW,CHILLUM,313290,-77.014275,38.957079
1213,5517 KANSAS AVE NW,CHILLUM,318050,-77.014248,38.957124
1214,5519 KANSAS AVE NW,CHILLUM,346620,-77.014221,38.957169
1215,5521 KANSAS AVE NW,CHILLUM,437040,-77.014194,38.957214
1216,5523 KANSAS AVE NW,CHILLUM,510530,-77.014167,38.957259
1217,5525 KANSAS AVE NW,CHILLUM,334620,-77.014151,38.9573002
1218,5527 KANSAS AVE NW,CHILLUM,493000,-77.0141269,38.9573461
1219,5529 KANSAS AVE NW,CHILLUM,382360,-77.014095,38.957479
1220,204 LONGFELLOW ST NW,CHILLUM,369450,-77.0139941,38.9574569
1221,202 LONGFELLOW ST NW,CHILLUM,359160,-77.013896,38.957464
1222,200 LONGFELLOW ST NW,CHILLUM,419100,-77.0138494,38.9574545
1223,5520 2ND ST NW,CHILLUM,296950,-77.013861,38.957267
1224,5518 2ND ST NW,CHILLUM,293910,-77.0138753,38.957211
1225,5516 2ND ST NW,CHILLUM,310240,-77.0138745,38.957167
1226,5514 2ND ST NW,CHILLUM,295740,-77.0138847,38.957123
1227,5512 2ND ST NW,CHILLUM,309750,-77.013899,38.957079
1228,5510 2ND ST NW,CHILLUM,308840,-77.013909,38.957035
1229,5508 2ND ST NW,CHILLUM,308400,-77.013909,38.956991
1230,0201 - 0203 KENNEDY ST NW,CHILLUM,588210,-77.0139516,38.956748
1231,5519 3RD ST NW,CHILLUM,311370,-77.0159131,38.9574619
1232,5521 3RD ST NW,CHILLUM,318670,-77.015884,38.957532
1233,265 MISSOURI AVE NW,CHILLUM,377480,-77.015917,38.9572491
1234,5513 3RD ST NW,CHILLUM,329050,-77.015884,38.957311
1235,5515 3RD ST NW,CHILLUM,318930,-77.015884,38.95736
1236,5517 3RD ST NW,CHILLUM,314370,-77.015884,38.95741
1237,227 MISSOURI AVE NW,CHILLUM,375600,-77.01495,38.957033
1238,229 MISSOURI AVE NW,CHILLUM,323930,-77.015047,38.957048
1239,231 MISSOURI AVE NW,CHILLUM,315610,-77.0151039,38.95707
1240,233 MISSOURI AVE NW,CHILLUM,325320,-77.015161,38.957092
1241,235 MISSOURI AVE NW,CHILLUM,354140,-77.015217,38.957114
1242,237 MISSOURI AVE NW,CHILLUM,350030,-77.015275,38.957134
1243,239 MISSOURI AVE NW,CHILLUM,328060,-77.015336,38.9571479
1244,241 MISSOURI AVE NW,CHILLUM,321820,-77.015393,38.9570914
1245,243 MISSOURI AVE NW,CHILLUM,352170,-77.015458,38.957177
1246,245 MISSOURI AVE NW,CHILLUM,386100,-77.015519,38.957191
1247,247 MISSOURI AVE NW,CHILLUM,319790,-77.01558,38.957205
1248,249 MISSOURI AVE NW,CHILLUM,326560,-77.015648,38.957222
1249,5522 KANSAS AVE NW,CHILLUM,375290,-77.0146649,38.957526
1250,5520 KANSAS AVE NW,CHILLUM,323100,-77.014734,38.957475
1251,5518 KANSAS AVE NW,CHILLUM,321200,-77.014762,38.957431
1252,5516 KANSAS AVE NW,CHILLUM,343090,-77.014791,38.957387
1253,5514 KANSAS AVE NW,CHILLUM,341560,-77.01482,38.957343
1254,5512 KANSAS AVE NW,CHILLUM,311630,-77.014848,38.957298
1255,5510 KANSAS AVE NW,CHILLUM,351300,-77.014877,38.957254
1256,5508 KANSAS AVE NW,CHILLUM,623110,-77.014902,38.957208
1257,238 LONGFELLOW ST NW,CHILLUM,316430,-77.01562,38.957469
1258,236 LONGFELLOW ST NW,CHILLUM,326650,-77.015556,38.957465
1259,234 LONGFELLOW ST NW,CHILLUM,311010,-77.015493,38.95746
1260,232 LONGFELLOW ST NW,CHILLUM,377760,-77.015429,38.957455
1261,230 LONGFELLOW ST NW,CHILLUM,346480,-77.015366,38.957451
1262,228 LONGFELLOW ST NW,CHILLUM,314630,-77.015303,38.957446
1263,226 LONGFELLOW ST NW,CHILLUM,322720,-77.0152389,38.957441
1264,224 LONGFELLOW ST NW,CHILLUM,347100,-77.015176,38.957437
1265,222 LONGFELLOW ST NW,CHILLUM,421100,-77.015113,38.9574349
1266,220 LONGFELLOW ST NW,CHILLUM,356360,-77.0150676,38.9574732
1267,NW,CHILLUM,147060,-77.0368707,38.9071923
1268,5600 2ND PL NW,CHILLUM,347050,-77.0153552,38.9578843
1269,233 LONGFELLOW ST NW,CHILLUM,407650,-77.0154043,38.9578766
1270,235 LONGFELLOW ST NW,CHILLUM,330690,-77.0154674,38.9578766
1271,237 LONGFELLOW ST NW,CHILLUM,420740,-77.0155305,38.9578765
1272,239 LONGFELLOW ST NW,CHILLUM,333980,-77.0155945,38.9578764
1273,241 LONGFELLOW ST NW,CHILLUM,324180,-77.0156795,38.9578635
1274,243 LONGFELLOW ST NW,CHILLUM,333500,-77.0157208,38.9578761
1275,245 LONGFELLOW ST NW,CHILLUM,371840,-77.0157839,38.9578761
1276,247 LONGFELLOW ST NW,CHILLUM,311590,-77.0158479,38.957876
1277,249 LONGFELLOW ST NW,CHILLUM,326980,-77.0159423,38.9578626
1278,5601 3RD ST NW,CHILLUM,398510,-77.0160119,38.9578605
1279,5631 3RD ST NW,CHILLUM,378920,-77.0159994,38.9585205
1280,254 MADISON ST NW,CHILLUM,335090,-77.01591,38.958523
1281,252 MADISON ST NW,CHILLUM,334660,-77.0158469,38.958523
1282,250 MADISON ST NW,CHILLUM,332970,-77.015784,38.958523
1283,248 MADISON ST NW,CHILLUM,367850,-77.01572,38.958523
1284,246 MADISON ST NW,CHILLUM,346480,-77.015657,38.958523
1285,244 MADISON ST NW,CHILLUM,329560,-77.0155939,38.958523
1286,242 MADISON ST NW,CHILLUM,351700,-77.01553,38.958523
1287,240 MADISON ST NW,CHILLUM,358020,-77.0154913,38.958523
1288,238 MADISON ST NW,CHILLUM,509080,-77.015404,38.958523
1289,236 MADISON ST NW,CHILLUM,394900,-77.015322,38.958523
1290,5600 KANSAS AVE NW,CHILLUM,429040,-77.014419,38.9578039
1291,217 LONGFELLOW ST NW,CHILLUM,304020,-77.0146601,38.9578725
1292,219 LONGFELLOW ST NW,CHILLUM,337950,-77.014711,38.957877
1293,221 LONGFELLOW ST NW,CHILLUM,321440,-77.014774,38.957877
1294,223 LONGFELLOW ST NW,CHILLUM,321600,-77.014863,38.9578702
1295,225 LONGFELLOW ST NW,CHILLUM,319360,-77.014901,38.957877
1296,227 LONGFELLOW ST NW,CHILLUM,322520,-77.014964,38.957877
1297,229 LONGFELLOW ST NW,CHILLUM,352700,-77.015046,38.957877
1298,5611 2ND PL NW,CHILLUM,370320,-77.014832,38.958077
1299,5613 2ND PL NW,CHILLUM,338190,-77.014812,38.958128
1300,5615 2ND PL NW,CHILLUM,368150,-77.014943,38.958176
1301,NW,CLEVELAND PARK,2001020,-77.0368707,38.9071923
1302,QUEBEC ST NW,CLEVELAND PARK,14987050,-77.070094,38.93815
1303,4201 MASSACHUSETTS AV,CLEVELAND PARK,134370130,-77.0822298,38.9359389
1304,4301 MASSACHUSETTS AVE NW  Unit: A101,CLEVELAND PARK,167440,-77.0830897,38.9367057
1305,4301 MASSACHUSETTS AVE NW  Unit: A102,CLEVELAND PARK,335840,-77.0830897,38.9367057
1306,4301 MASSACHUSETTS AVE NW  Unit: A103,CLEVELAND PARK,436780,-77.0830897,38.9367057
1307,4301 MASSACHUSETTS AVE NW  Unit: A104,CLEVELAND PARK,303850,-77.0830897,38.9367057
1308,4301 MASSACHUSETTS AVE NW  Unit: A111,CLEVELAND PARK,218430,-77.0830897,38.9367057
1309,4301 MASSACHUSETTS AVE NW  Unit: A112,CLEVELAND PARK,361120,-77.0830897,38.9367057
1310,4301 MASSACHUSETTS AVE NW  Unit: A113,CLEVELAND PARK,330680,-77.0830897,38.9367057
1311,4301 MASSACHUSETTS AVE NW  Unit: A114,CLEVELAND PARK,331240,-77.0830897,38.9367057
1312,4301 MASSACHUSETTS AVE NW  Unit: A201,CLEVELAND PARK,168890,-77.0830897,38.9367057
1313,4301 MASSACHUSETTS AVE NW  Unit: A202,CLEVELAND PARK,334740,-77.0830897,38.9367057
1314,4301 MASSACHUSETTS AVE NW  Unit: A203,CLEVELAND PARK,425110,-77.0830897,38.9367057
1315,4301 MASSACHUSETTS AVE NW  Unit: A204,CLEVELAND PARK,413600,-77.0830897,38.9367057
1316,4301 MASSACHUSETTS AVE NW  Unit: A211,CLEVELAND PARK,230710,-77.0830897,38.9367057
1317,4301 MASSACHUSETTS AVE NW  Unit: A212,CLEVELAND PARK,325660,-77.0830897,38.9367057
1318,4301 MASSACHUSETTS AVE NW  Unit: A213,CLEVELAND PARK,334000,-77.0830897,38.9367057
1319,4301 MASSACHUSETTS AVE NW  Unit: A214,CLEVELAND PARK,366870,-77.0830897,38.9367057
1320,4301 MASSACHUSETTS AVE NW  Unit: A301,CLEVELAND PARK,168890,-77.0830897,38.9367057
1321,4301 MASSACHUSETTS AVE NW  Unit: A302,CLEVELAND PARK,336030,-77.0830897,38.9367057
1322,4301 MASSACHUSETTS AVE NW  Unit: A303,CLEVELAND PARK,432750,-77.0830897,38.9367057
1323,4301 MASSACHUSETTS AVE NW  Unit: A304,CLEVELAND PARK,419210,-77.0830897,38.9367057
1324,4301 MASSACHUSETTS AVE NW  Unit: A309,CLEVELAND PARK,325650,-77.0830897,38.9367057
1325,4301 MASSACHUSETTS AVE NW  Unit: A310,CLEVELAND PARK,300480,-77.0830897,38.9367057
1326,4301 MASSACHUSETTS AVE NW  Unit: A311,CLEVELAND PARK,231900,-77.0830897,38.9367057
1327,4301 MASSACHUSETTS AVE NW  Unit: A312,CLEVELAND PARK,332710,-77.0830897,38.9367057
1328,4301 MASSACHUSETTS AVE NW  Unit: A313,CLEVELAND PARK,333080,-77.0830897,38.9367057
1329,4301 MASSACHUSETTS AVE NW  Unit: A314,CLEVELAND PARK,340240,-77.0830897,38.9367057
1330,4301 MASSACHUSETTS AVE NW  Unit: 1001,CLEVELAND PARK,181210,-77.0830897,38.9367057
1331,4301 MASSACHUSETTS AVE NW  Unit: 1002,CLEVELAND PARK,348040,-77.0830897,38.9367057
1332,4301 MASSACHUSETTS AVE NW  Unit: 1003,CLEVELAND PARK,462430,-77.0830897,38.9367057
1333,4301 MASSACHUSETTS AVE NW  Unit: 1004,CLEVELAND PARK,452240,-77.0830897,38.9367057
1334,4301 MASSACHUSETTS AVE NW  Unit: 1005,CLEVELAND PARK,444220,-77.0830897,38.9367057
1335,4301 MASSACHUSETTS AVE NW  Unit: 1006,CLEVELAND PARK,137950,-77.0830897,38.9367057
1336,4301 MASSACHUSETTS AVE NW  Unit: 1007,CLEVELAND PARK,139460,-77.0830897,38.9367057
1337,4301 MASSACHUSETTS AVE NW  Unit: 1008,CLEVELAND PARK,434880,-77.0830897,38.9367057
1338,4301 MASSACHUSETTS AVE NW  Unit: 1009,CLEVELAND PARK,353080,-77.0830897,38.9367057
1339,4301 MASSACHUSETTS AVE NW  Unit: 1010,CLEVELAND PARK,246910,-77.0830897,38.9367057
1340,4301 MASSACHUSETTS AVE NW  Unit: 1011,CLEVELAND PARK,246910,-77.0830897,38.9367057
1341,4301 MASSACHUSETTS AVE NW  Unit: 1012,CLEVELAND PARK,353760,-77.0830897,38.9367057
1342,4301 MASSACHUSETTS AVE NW  Unit: 1013,CLEVELAND PARK,356690,-77.0830897,38.9367057
1343,4301 MASSACHUSETTS AVE NW  Unit: 1014,CLEVELAND PARK,361570,-77.0830897,38.9367057
1344,4301 MASSACHUSETTS AVE NW  Unit: 2001,CLEVELAND PARK,179670,-77.0830897,38.9367057
1345,4301 MASSACHUSETTS AVE NW  Unit: 2002,CLEVELAND PARK,360790,-77.0830897,38.9367057
1346,4301 MASSACHUSETTS AVE NW  Unit: 2003,CLEVELAND PARK,462430,-77.0830897,38.9367057
1347,4301 MASSACHUSETTS AVE NW  Unit: 2004,CLEVELAND PARK,475390,-77.0830897,38.9367057
1348,4301 MASSACHUSETTS AVE NW  Unit: 2005,CLEVELAND PARK,445270,-77.0830897,38.9367057
1349,4301 MASSACHUSETTS AVE NW  Unit: 2006,CLEVELAND PARK,365250,-77.0830897,38.9367057
1350,4301 MASSACHUSETTS AVE NW  Unit: 2007,CLEVELAND PARK,279570,-77.0830897,38.9367057
1351,4301 MASSACHUSETTS AVE NW  Unit: 2008,CLEVELAND PARK,474440,-77.0830897,38.9367057
1352,4301 MASSACHUSETTS AVE NW  Unit: 2009,CLEVELAND PARK,327540,-77.0830897,38.9367057
1353,4301 MASSACHUSETTS AVE NW  Unit: 2010,CLEVELAND PARK,262800,-77.0830897,38.9367057
1354,4301 MASSACHUSETTS AVE NW  Unit: 2011,CLEVELAND PARK,267110,-77.0830897,38.9367057
1355,4301 MASSACHUSETTS AVE NW  Unit: 2012,CLEVELAND PARK,353560,-77.0830897,38.9367057
1356,4301 MASSACHUSETTS AVE NW  Unit: 2013,CLEVELAND PARK,357280,-77.0830897,38.9367057
1357,4301 MASSACHUSETTS AVE NW  Unit: 2014,CLEVELAND PARK,366020,-77.0830897,38.9367057
1358,4301 MASSACHUSETTS AVE NW  Unit: 3001,CLEVELAND PARK,181430,-77.0830897,38.9367057
1359,4301 MASSACHUSETTS AVE NW  Unit: 3002,CLEVELAND PARK,359820,-77.0830897,38.9367057
1360,4301 MASSACHUSETTS AVE NW  Unit: 3003,CLEVELAND PARK,496640,-77.0830897,38.9367057
1361,4301 MASSACHUSETTS AVE NW  Unit: 3004,CLEVELAND PARK,479000,-77.0830897,38.9367057
1362,4301 MASSACHUSETTS AVE NW  Unit: 3005,CLEVELAND PARK,518950,-77.0830897,38.9367057
1363,4301 MASSACHUSETTS AVE NW  Unit: 3006,CLEVELAND PARK,369100,-77.0830897,38.9367057
1364,4301 MASSACHUSETTS AVE NW  Unit: 3007,CLEVELAND PARK,279170,-77.0830897,38.9367057
1365,4301 MASSACHUSETTS AVE NW  Unit: 3008,CLEVELAND PARK,438950,-77.0830897,38.9367057
1366,4301 MASSACHUSETTS AVE NW  Unit: 3009,CLEVELAND PARK,327340,-77.0830897,38.9367057
1367,4301 MASSACHUSETTS AVE NW  Unit: 3010,CLEVELAND PARK,243970,-77.0830897,38.9367057
1368,4301 MASSACHUSETTS AVE NW  Unit: 3011,CLEVELAND PARK,286410,-77.0830897,38.9367057
1369,4301 MASSACHUSETTS AVE NW  Unit: 3012,CLEVELAND PARK,352180,-77.0830897,38.9367057
1370,4301 MASSACHUSETTS AVE NW  Unit: 3013,CLEVELAND PARK,351990,-77.0830897,38.9367057
1371,4301 MASSACHUSETTS AVE NW  Unit: 3014,CLEVELAND PARK,365630,-77.0830897,38.9367057
1372,4301 MASSACHUSETTS AVE NW  Unit: 4001,CLEVELAND PARK,178120,-77.0830897,38.9367057
1373,4301 MASSACHUSETTS AVE NW  Unit: 4002,CLEVELAND PARK,361370,-77.0830897,38.9367057
1374,4301 MASSACHUSETTS AVE NW  Unit: 4003,CLEVELAND PARK,508290,-77.0830897,38.9367057
1375,4301 MASSACHUSETTS AVE NW  Unit: 4004,CLEVELAND PARK,440530,-77.0830897,38.9367057
1376,4301 MASSACHUSETTS AVE NW  Unit: 4005,CLEVELAND PARK,444570,-77.0830897,38.9367057
1377,4301 MASSACHUSETTS AVE NW  Unit: 4006,CLEVELAND PARK,366600,-77.0830897,38.9367057
1378,4301 MASSACHUSETTS AVE NW  Unit: 4007,CLEVELAND PARK,279760,-77.0830897,38.9367057
1379,4301 MASSACHUSETTS AVE NW  Unit: 4008,CLEVELAND PARK,479570,-77.0830897,38.9367057
1380,4301 MASSACHUSETTS AVE NW  Unit: 4009,CLEVELAND PARK,380890,-77.0830897,38.9367057
1381,4301 MASSACHUSETTS AVE NW  Unit: 4010,CLEVELAND PARK,285200,-77.0830897,38.9367057
1382,4301 MASSACHUSETTS AVE NW  Unit: 4011,CLEVELAND PARK,246910,-77.0830897,38.9367057
1383,4301 MASSACHUSETTS AVE NW  Unit: 4012,CLEVELAND PARK,354150,-77.0830897,38.9367057
1384,4301 MASSACHUSETTS AVE NW  Unit: 4013,CLEVELAND PARK,353760,-77.0830897,38.9367057
1385,4301 MASSACHUSETTS AVE NW  Unit: 4014,CLEVELAND PARK,359230,-77.0830897,38.9367057
1386,4301 MASSACHUSETTS AVE NW  Unit: 5001,CLEVELAND PARK,182520,-77.0830897,38.9367057
1387,4301 MASSACHUSETTS AVE NW  Unit: 5002,CLEVELAND PARK,362340,-77.0830897,38.9367057
1388,4301 MASSACHUSETTS AVE NW  Unit: 5003,CLEVELAND PARK,502020,-77.0830897,38.9367057
1389,4301 MASSACHUSETTS AVE NW  Unit: 5004,CLEVELAND PARK,445790,-77.0830897,38.9367057
1390,4301 MASSACHUSETTS AVE NW  Unit: 5005,CLEVELAND PARK,447020,-77.0830897,38.9367057
1391,4301 MASSACHUSETTS AVE NW  Unit: 5006,CLEVELAND PARK,368330,-77.0830897,38.9367057
1392,4301 MASSACHUSETTS AVE NW  Unit: 5007,CLEVELAND PARK,279760,-77.0830897,38.9367057
1393,4301 MASSACHUSETTS AVE NW  Unit: 5008,CLEVELAND PARK,441410,-77.0830897,38.9367057
1394,4301 MASSACHUSETTS AVE NW  Unit: 5009,CLEVELAND PARK,322420,-77.0830897,38.9367057
1395,4301 MASSACHUSETTS AVE NW  Unit: 5010,CLEVELAND PARK,247950,-77.0830897,38.9367057
1396,4301 MASSACHUSETTS AVE NW  Unit: 5011,CLEVELAND PARK,247120,-77.0830897,38.9367057
1397,4301 MASSACHUSETTS AVE NW  Unit: 5012,CLEVELAND PARK,354150,-77.0830897,38.9367057
1398,4301 MASSACHUSETTS AVE NW  Unit: 5013,CLEVELAND PARK,354540,-77.0830897,38.9367057
1399,4301 MASSACHUSETTS AVE NW  Unit: 5014,CLEVELAND PARK,368910,-77.0830897,38.9367057
1400,4301 MASSACHUSETTS AVE NW  Unit: 6001,CLEVELAND PARK,179890,-77.0830897,38.9367057
1401,1601 HOLLY ST NW,COLONIAL VILLAGE,888150,-77.03688,38.98107
1402,7523 17TH ST NW,COLONIAL VILLAGE,773800,-77.0374599,38.981632
1403,7527 17TH ST NW,COLONIAL VILLAGE,628310,-77.037452,38.981808
1404,7531 17TH ST NW,COLONIAL VILLAGE,1280070,-77.037476,38.982049
1405,7535 17TH ST NW,COLONIAL VILLAGE,950300,-77.0375339,38.9822909
1406,7539 17TH ST NW,COLONIAL VILLAGE,829110,-77.037617,38.98251
1407,1622 JUNIPER ST NW,COLONIAL VILLAGE,784010,-77.037643,38.982919
1408,1618 JUNIPER ST NW,COLONIAL VILLAGE,781080,-77.037467,38.982919
1409,1614 JUNIPER ST NW,COLONIAL VILLAGE,721780,-77.037291,38.98292
1410,7516 16TH ST NW,COLONIAL VILLAGE,933580,-77.0368809,38.981691
1411,7512 16TH ST NW,COLONIAL VILLAGE,1192060,-77.03688,38.981485
1412,7508 16TH ST NW,COLONIAL VILLAGE,918890,-77.03688,38.981279
1413,1615 HOLLY ST NW,COLONIAL VILLAGE,1199390,-77.03745,38.9811819
1414,7509 17TH ST NW,COLONIAL VILLAGE,805670,-77.037452,38.981414
1415,1610 JUNIPER ST NW,COLONIAL VILLAGE,766780,-77.037059,38.983002
1416,1600 JUNIPER ST NW,COLONIAL VILLAGE,726870,-77.0368196,38.9830514
1417,7614 16TH ST NW,COLONIAL VILLAGE,783040,-77.036883,38.982899
1418,7610 16TH ST NW,COLONIAL VILLAGE,876110,-77.036882,38.982748
1419,7606 16TH ST NW,COLONIAL VILLAGE,810550,-77.036882,38.982597
1420,7600 16TH ST NW,COLONIAL VILLAGE,735740,-77.0366785,38.9824477
1421,7534 16TH ST NW,COLONIAL VILLAGE,245540,-77.036882,38.982298
1422,7530 16TH ST NW,COLONIAL VILLAGE,769440,-77.0368809,38.982154
1423,7520 16TH ST NW,COLONIAL VILLAGE,992840,-77.0368809,38.981938
1424,1630 JUNIPER ST NW,COLONIAL VILLAGE,1062870,-77.037893,38.982794
1425,1701 HOLLY ST NW,COLONIAL VILLAGE,1150030,-77.038034,38.9812579
1426,1707 HOLLY ST NW,COLONIAL VILLAGE,795930,-77.038275,38.9812749
1427,7530 17TH ST NW,COLONIAL VILLAGE,1567100,-77.0381732,38.9820405
1428,1741 HOLLY ST NW,COLONIAL VILLAGE,708820,-77.0384678,38.981898
1429,1711 HOLLY ST NW,COLONIAL VILLAGE,760340,-77.0385384,38.9812281
1430,1715 HOLLY ST NW,COLONIAL VILLAGE,812280,-77.0385639,38.981374
1431,7510 17TH ST NW,COLONIAL VILLAGE,1006010,-77.038099,38.9815449
1432,1735 HOLLY ST NW,COLONIAL VILLAGE,854420,-77.038521,38.98174
1433,7520 17TH ST NW,COLONIAL VILLAGE,976220,-77.038081,38.981764
1434,1731 HOLLY ST NW,COLONIAL VILLAGE,933780,-77.038541,38.981547
1435,1730 JUNIPER ST NW,COLONIAL VILLAGE,1175370,-77.0391473,38.9827368
1436,7610 17TH ST NW,COLONIAL VILLAGE,1432220,-77.038616,38.982811
1437,1742 HOLLY ST NW,COLONIAL VILLAGE,847020,-77.038758,38.982317
1438,1736 HOLLY ST NW,COLONIAL VILLAGE,1315810,-77.0388419,38.9820677
1439,7600 17TH ST NW,COLONIAL VILLAGE,1007630,-77.038616,38.982538
1440,1615 JUNIPER ST NW,COLONIAL VILLAGE,874820,-77.03729,38.983492
1441,1619 JUNIPER ST NW,COLONIAL VILLAGE,795750,-77.037475,38.983467
1442,1623 JUNIPER ST NW,COLONIAL VILLAGE,732670,-77.0376571,38.9833956
1443,1650 JONQUIL ST NW,COLONIAL VILLAGE,1261240,-77.038019,38.983468
1444,1642 JONQUIL ST NW,COLONIAL VILLAGE,1015090,-77.037798,38.983633
1445,1624 JONQUIL ST NW,COLONIAL VILLAGE,1454270,-77.037401,38.984071
1446,7712 16TH ST NW,COLONIAL VILLAGE,5670250,-77.036882,38.983906
1447,1630 JONQUIL ST NW,COLONIAL VILLAGE,1364860,-77.037538,38.9838189
1448,7700 16TH ST NW,COLONIAL VILLAGE,1494940,-77.0367362,38.9833973
1449,1701 JUNIPER ST NW,COLONIAL VILLAGE,1412290,-77.038727,38.983219
1450,7636 17TH ST NW,COLONIAL VILLAGE,842980,-77.039328,38.9837429
1451,7632 17TH ST NW,COLONIAL VILLAGE,785830,-77.03912,38.983589
1452,7628 17TH ST NW,COLONIAL VILLAGE,819360,-77.038922,38.983414
1453,1725 JUNIPER ST NW,COLONIAL VILLAGE,917760,-77.039225,38.983201
1454,1729 JUNIPER ST NW,COLONIAL VILLAGE,805440,-77.039376,38.983338
1455,1733 JUNIPER ST NW,COLONIAL VILLAGE,766700,-77.039528,38.983475
1456,7780 17TH ST NW,COLONIAL VILLAGE,1062920,-77.040639,38.985232
1457,7770 17TH ST NW,COLONIAL VILLAGE,1076690,-77.0403439,38.985284
1458,1737 JUNIPER ST NW,COLONIAL VILLAGE,943170,-77.0396729,38.983607
1459,1721 JUNIPER ST NW,COLONIAL VILLAGE,922850,-77.0391508,38.9830259
1460,1717 JUNIPER ST NW,COLONIAL VILLAGE,878440,-77.0388883,38.9830213
1461,1635 JONQUIL ST NW,COLONIAL VILLAGE,779190,-77.038338,38.984042
1462,1627 JONQUIL ST NW,COLONIAL VILLAGE,927980,-77.038017,38.984254
1463,1619 JONQUIL ST NW,COLONIAL VILLAGE,1071460,-77.037626,38.984492
