"","filename","model","vin","price","mileage","color","transmission","engine_displacement","name_seller","street","phone","website"
"254","254.txt","2009 Nissan Altima 2","1N4AL21E19N523146","$10,995","88,455","Exterior: WhiteInterior: Black","Automatic","2.5","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"255","255.txt","2015 Toyota Camry SE","4T1BF1FK5FU972082",NA,"5,151","Exterior: SilverInterior: Gray","Automatic","2.5","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"256","256.txt","2015 Hyundai Elantra SE 6AT","5NPDH4AE2FH579256","$12,995","33,067","Exterior: SilverInterior: Gray","Automatic","1.8","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"257","257.txt","2008 Chrysler Town ","2A8HR44H58R607781","$9,995","68,385","Exterior: BlueInterior: Gray","Automatic","3.3","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"258","258.txt","2015 Chrysler 200 C","1C3CCCCB5FN545162",NA,"39,091","Exterior: WhiteInterior: Black","9 Speed Automatic","2.4","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"259","259.txt","2011 Honda Odyssey LX","5FNRL5H23BB055449",NA,"54,931","Exterior: GrayInterior: Tan","Automatic","3.5","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"260","260.txt","2013 Dodge Grand Caravan SXT","2C4RDGCG2DR759273","$11,495","116,405","Exterior: WhiteInterior: Black","Automatic","3.6","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"261","261.txt","2007 Ford Explorer Sport Trac Limited 4","1FMEU53KX7UA09582","$11,995","111,656","Exterior: RedInterior: Black","Automatic","4.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"262","262.txt","2009 Buick Enclave CXL FWD AND Back Up Camera","5GAER23DX9J197516","$10,995","141,706","Exterior: GrayInterior: Beige","Automatic","3.6","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"263","263.txt","2013 Honda Odyssey LX with Back Up Camera","5FNRL5H29DB054227","$18,995","56,352","Exterior: SilverInterior: Gray","Automatic","3.5","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"264","264.txt","2008 Toyota Corolla LE","1NXBR32E68Z986529","$6,994","83,732","Exterior: WhiteInterior: Gray","Automatic","1.8","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"265","265.txt","2008 Ford Explorer XLT 4","1FMEU63E48UA01429","$7,994","105,279","Exterior: BlackInterior: Gray","Automatic","4.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"266","266.txt","2014 Dodge Avenger SE","1C3CDZABXEN233808","$12,994","17,650","Exterior: BlackInterior: Black","Automatic","2.4","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"267","267.txt","2010 Toyota Corolla S 5-Speed MT","2T1BU4EE6AC308239","$8,994","75,000","Exterior: GrayInterior: Gray","6 Speed","1.8","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"268","268.txt","2015 Jeep Patriot Sport 2WD","1C4NJPBA8FD226502","$14,995","12,838","Exterior: SilverInterior: Black","Automatic","2.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"269","269.txt","2015 Jeep Patriot Sport 2WD","1C4NJPBA8FD226502","$14,995","12,838","Exterior: SilverInterior: Black","Automatic","2.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"270","270.txt","2006 Lexus GS GS 300 AWD Plus Sun Roof","JTHCH96S560015037","$12,995","113,231","Exterior: GrayInterior: Black","Automatic","3.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"271","271.txt","2007 Ford Edge SE","2FMDK46C67BA96564","$12,800","83,097","Exterior: Light Sage MetallicInterior: Camel","6-Speed Automatic",NA,"Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"272","272.txt","2006 Volkswagen Beetle 2","3VWPG31C66M422507","$9,000","57,689","Exterior: Reflex SilverInterior: Black","6-Speed Automatic with Tiptronic","2.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"273","273.txt","2003 Infiniti M45 Sport","JNKAY41E53M003129","$11,500","65,973","Exterior: Brilliant SilverInterior: Graphite","5-Speed Automatic with Overdrive","4.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"274","274.txt","2008 Ford F-250 Super Duty XL 4dr SuperCab 4WD LB","1FTSX21R38EB51703",NA,NA,"Exterior: WhiteInterior: tan","Automatic 5-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"275","275.txt","2007 Ford F-150 FX4 4dr SuperCrew 4x4 Styleside 6","1FTPW14V77FB61915",NA,NA,"Exterior: BlueInterior: gray","Automatic 4-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"276","276.txt","2006 Jeep Commander","1J8HG58276C268013","$11,563",NA,"Exterior: BlackInterior: Black","5 Speed AutomaticInsight Automotive",NA,"Insight Automotive ","1877 Vista View Dr Longmont, CO 80504","(720) 465-8938","www.insightautomotive.com"
"277","277.txt","2003 Dodge Intrepid 4dr Sdn SE","2B3HD46RX3H548660","$5,895",NA,"Exterior: Bright Silver Metallic","Automatic",NA,"Lakewood Happy Motors ","5900 W Colfax Ave Lakewood, CO 80214","(303) 351-5826","www.lakewoodhappymotors.com/"
"278","278.txt","2011 Ford F-250 Super Duty Lariat 4x4 4dr Crew Cab 6","1FT7W2BT2BED03156",NA,NA,"Exterior: WhiteInterior: black","Automatic 6-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"279","279.txt","2004 GMC Sierra 2500HD SLT 4dr Crew Cab 4WD SB","1GTHK23UX4F117580",NA,NA,"Exterior: gray Interior: Black ","Automatic 4-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"280","280.txt","2004 EXCEL PETERSON LEGACY 33RKO LIMITED LEGACY 33RKO LIMITED","1P9RF332041090261","$18,999",NA,"Exterior: WHITEInterior: TanDye Autos",NA,NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"281","281.txt","2010 Ford Ranger","1FTKR1AD2APA63843","$11,500",NA,"Exterior: WhiteInterior: Black","AutomaticInsight Automotive",NA,"Insight Automotive ","1877 Vista View Dr Longmont, CO 80504","(720) 465-8938","www.insightautomotive.com"
"282","282.txt","2004 Jeep Grand Cherokee Freedom Edition 4WD 4dr SUV","1J4GW48SX4C160816",NA,"127,678","Exterior: Bright Silver MetallicInterior: Black","Automatic 4-Speed",NA,"B Quality Auto Check LLC ","6808 W Colfax Ave Lakewood, CO 80214","(303) 625-6491","www.bqualityautocheck.com/"
"283","283.txt","2005 Chrysler 300C","2C3JA63H75H111478","$11,000","76,111","Exterior: Bright Silver Metallic ClearcoatInterior: Deep Jade","5-Speed Automatic",NA,"Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"284","284.txt","2008 BMW M3 Convertible","WBSWL93588P331160","$32,975","60,460","Exterior: Alpine WhiteInterior: Bamboo Beige","7-Speed Double-clutch","4.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"285","285.txt","2007 GMC Yukon SLT 4dr SUV 4x4 w","1GKFK13027R331341",NA,NA,"Exterior: WhiteInterior: tan","Automatic 4-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"286","286.txt","2002 Audi TT 1","TRUUT28N721006868","$10,000","107,742","Exterior: WhiteInterior: Ebony","6-Speed Manual","1.8","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"287","287.txt","2001 Jeep Grand Cherokee Laredo 4WD 4dr SUV","1J4GW48S01C539075",NA,"168,850","Exterior: Dark RedInterior: Black","Automatic 4-Speed",NA,"B Quality Auto Check LLC ","6808 W Colfax Ave Lakewood, CO 80214","(303) 625-6491","www.bqualityautocheck.com/"
"288","288.txt","2014 Mercedes-Benz CLA-Class CLA45 AMG","WDDSJ5CB0EN071389","$49,000","17,541","Exterior: Cirrus WhiteInterior: Black","7-Speed Automatic","2.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"289","289.txt","2011 Cadillac Escalade Luxury AWD 4dr SUV","1GYS4BEF7BR264704",NA,NA,"Exterior: BlackInterior: Black","Automatic 6-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"290","290.txt","2007 Nissan Maxima 3","1N4BA41E57C810097","$10,000","103,021","Exterior: Precision Gray MetallicInterior: Charcoal","CVT","3.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"291","291.txt","2006 Jeep Wrangler X","1J4FA39S56P743003","$17,490","68,414","Exterior: BlackInterior: Gray","Automatic","4.0","Colorado Auto Finders ","2200 S Parker Rd Denver, CO 80231","(303) 963-9485","www.coautofinders.com"
"292","292.txt","1999 Toyota 4runner Limited Sport Utility 4D","JT3HN87R6X0204078","$8,000","199,983",NA,NA,NA,"Auto Brokers of Colorado ","2800 S Broadway Englewood, CO 80113","(303) 622-5357","autobrokerscolorado.com"
"293","293.txt","2007 Hyundai Sonata Limited 4dr Sedan w","5NPEU46F67H196620",NA,"143,734","Exterior: Pearl WhiteInterior: Beige","Automatic 5-Speed",NA,"B Quality Auto Check LLC ","6808 W Colfax Ave Lakewood, CO 80214","(303) 625-6491","www.bqualityautocheck.com/"
"294","294.txt","2003 Infiniti G35 Sport Sedan with Leather","JNKCV51E23M335651","$8,495",NA,"Exterior: Desert Platinum","Automatic",NA,"Lakewood Happy Motors ","5900 W Colfax Ave Lakewood, CO 80214","(303) 351-5826","www.lakewoodhappymotors.com/"
"295","295.txt","2009 Chevrolet Traverse LT","1GNEV23D59S129247","$18,975","67,344","Exterior: Cyber Gray Metallic","6-Speed Automatic Electronic with Overdrive","3.6","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"296","296.txt","2012 RAM Ram Pickup 3500 Laramie 4x4 4dr Crew Cab 8 ft","3C63D3JL0CG101994",NA,NA,"Exterior: Mineral grayInterior: Black","Manual 6-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"297","297.txt","2008 Honda Accord LX-P 4dr Sedan 5A","JHMCP264X8C009103","$9,999","123,650","Exterior: GoldInterior: Unspecified","Automatic 5-Speed",NA,"R 'n' B Cars","1972 S Parker Rd Denver, CO 80231","(720) 633-9658","www.rnbcar.com"
"298","298.txt","2008 Jeep Grand Cherokee Laredo","1J8HR48M68C233603","$21,975","55,817","Exterior: ChampagneInterior: Gray","5-Speed Automatic","3.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"299","299.txt","2005 Jeep Wrangler","1J4FA49S35P386862","$500",NA,"Exterior: Yellow",NA,"4.0","HD Auto Sales Lakewood ","6295 W Colfax Ave Lakewood, CO 80214","(720) 548-2381","www.hdautosales.com"
"300","300.txt","2007 Scion tC Spec 2dr Hatchback ","JTKDE177770216216","$6,999","104,056","Exterior: SilverInterior: Black","Stick Shift ",NA,"R 'n' B Cars","1972 S Parker Rd Denver, CO 80231","(720) 633-9658","www.rnbcar.com"
"301","301.txt","2000 BMW 5 Series 528i 4dr Wagon","WBADP6340YBV64131",NA,"159,914","Exterior: Garnet Red Pearl Interior: Beige","Automatic 5-Speed",NA,"B Quality Auto Check LLC ","6808 W Colfax Ave Lakewood, CO 80214","(303) 625-6491","www.bqualityautocheck.com/"
"302","302.txt",NA,"5XXGR4A65CG084088",NA,NA,"Exterior: Red","Automatic 6-Speed","2.0","Brandon Dodge on Broadway ","5600 S Broadway Littleton, CO 80121","(303) 835-9407","brandondodge.com"
"303","303.txt","2007 Ford Escape XLT AWD 4dr SUV V6","1FMYU93147KA18883","$5,999","150,111","Exterior: Red","Automatic 4-Speed",NA,"R 'n' B Cars","1972 S Parker Rd Denver, CO 80231","(720) 633-9658","www.rnbcar.com"
"304","304.txt","1993 Toyota MR2","JT2SW21M5P0018713","$3,500","207,566","Exterior: White","4-Speed Automatic","2.2","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"305","305.txt","2007 Dodge Ram Pickup 2500 ST 4dr Quad Cab LB","3D7KR28A67G843395",NA,NA,"Exterior: WHITEInterior: Gray","Automatic 5-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"306","306.txt","2002 Dodge Ram 1500 SLT Plus Quad Cab Long Bed 4WD","3D7HU18Z62G136735","$9,195",NA,"Exterior: Bright Silver Metallic",NA,NA,"Lakewood Happy Motors ","5900 W Colfax Ave Lakewood, CO 80214","(303) 351-5826","www.lakewoodhappymotors.com/"
"307","307.txt","2002 Chevrolet Avalanche 1500 4dr Crew Cab 4WD","3GNEK13TX2G339947",NA,"177,432","Exterior: Pewter MetallicInterior: Black","Automatic 4-Speed",NA,"B Quality Auto Check LLC ","6808 W Colfax Ave Lakewood, CO 80214","(303) 625-6491","www.bqualityautocheck.com/"
"308","308.txt","2008 Chevrolet TrailBlazer SS3 AWD","1GNET13H882188374","$21,990","90,310","Exterior: RedInterior: Black","Automatic","6.0","Colorado Auto Finders ","2200 S Parker Rd Denver, CO 80231","(303) 963-9485","www.coautofinders.com"
"309","309.txt","2007 BMW 5 Series","WBANB53547CP03692",NA,"145,779","Exterior: BLUEInterior: BeigeMister Auto",NA,NA,"Mister Auto ","5701 W Colfax Ave Lakewood, CO 80214","(720) 606-4865","www.misterautodenver.com/"
"310","310.txt","2008 Toyota sienna XLE Van 4D","5TDZK22C88S214215","$15,000","95,740",NA,NA,NA,"Auto Brokers of Colorado ","2800 S Broadway Englewood, CO 80113","(303) 622-5357","autobrokerscolorado.com"
"311","311.txt","2008 Jeep Grand Cherokee Limited","1J8HR58N38C189798","$14,500","106,181","Exterior: Bright Silver Metallic ClearcoatInterior: Dark Slate Gray Light Graystone Interior","5-Speed Automatic","4.7","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"312","312.txt","2007 Acura MDX 3","2HNYD28227H537834","$19,500","77,366","Exterior: Aberdeen Green MetallicInterior: Tan","5-Speed Automatic","3.7","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"313","313.txt","2011 RAM Ram Pickup 2500 ST 4x4 4dr Crew Cab 8 ft","3D7TT2CT3BG541358",NA,NA,"Exterior: whiteInterior: gray","Automatic 5-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"314","314.txt","2006 Lexus RX 330","2T2HA31U46C100082","$16,000","108,649","Exterior: Millennium Silver MetallicInterior: Light Gray","5-Speed Automatic with Overdrive","3.3","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"315","315.txt","2003 Buick LeSabre","1G4HP52K73U201963","$500",NA,"Exterior: White","4-Speed Automatic","3.8","HD Auto Sales Lakewood ","6295 W Colfax Ave Lakewood, CO 80214","(720) 548-2381","www.hdautosales.com"
"316","316.txt","2006 Chrysler 300C SRT8","2C3KA73W06H216583","$23,500","37,163","Exterior: Magnesium Pearlcoat","5-Speed Automatic",NA,"Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"317","317.txt","2006 Chevrolet Silverado 2500HD LT1 4dr Crew Cab 4WD SB","1GCHK23D26F261627",NA,NA,"Exterior: BlueInterior: black","Automatic 6-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"318","318.txt","2006 Subaru Forester 2","JF1SG69606H700552","$14,000","102,104","Exterior: Regal Blue PearlInterior: Black","4-Speed Automatic","2.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"319","319.txt","2004 Chevrolet Silverado 1500 LT Ext","2GCEK19T541117960","$8,490","230,781","Exterior: WhiteInterior: Gray","Automatic","5.3","Colorado Auto Finders ","2200 S Parker Rd Denver, CO 80231","(303) 963-9485","www.coautofinders.com"
"320","320.txt","2013 BMW X3 xDrive28i","5UXWX9C51D0A22274",NA,"38,160","Exterior: Black","Automatic 8-Speed","2.0","Brandon Dodge on Broadway ","5600 S Broadway Littleton, CO 80121","(303) 835-9407","brandondodge.com"
"321","321.txt","2008 Nissan Versa 1","3N1BC13E48L407110","$6,500","116,713",NA,"6-Speed Manual","1.8","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"322","322.txt","2007 Chevrolet Silverado 1500 Work Truck Crew Cab 4WD","2GCEK13M571701314","$17,988",NA,"Exterior: Blue","Automatic",NA,"Lakewood Happy Motors ","5900 W Colfax Ave Lakewood, CO 80214","(303) 351-5826","www.lakewoodhappymotors.com/"
"323","323.txt","2010 Nissan Armada SE 4x4 4dr SUV","5N1AA0NC5AN614708",NA,NA,"Exterior: BlueInterior: gray","Automatic 5-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"324","324.txt","2004 Toyota tacoma xtracab Limited Pickup 2D 6 ft","5TEWN72N54Z466526","$14,000","150,021",NA,NA,NA,"Auto Brokers of Colorado ","2800 S Broadway Englewood, CO 80113","(303) 622-5357","autobrokerscolorado.com"
"325","325.txt","2011 Ford Edge Limited","2FMDK4KC7BBA47470","$23,000","57,464","Exterior: RedInterior: Medium Light Stone Interior","6-Speed Automatic with Select-Shift","3.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"326","326.txt","2005 Volkswagen GTI 1","9BWDE61J654027691","$11,000","81,046","Exterior: Silverstone Gray","5-Speed Manual","1.8","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"327","327.txt","2011 Ford F-150 FX4 4x4 4dr SuperCrew Styleside 5","1FTFW1EF8BKD21075",NA,NA,"Exterior: BlueInterior: black","Automatic 6-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"328","328.txt","2008 BMW 5 Series 535xi","WBAPT73568CX00926","$14,000","108,077","Exterior: Platinum Bronze MetallicInterior: Cream Beige","6-Speed Automatic with Steptronic","3.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"329","329.txt","2006 Jeep Commander","1J8HG48K56C171208","$13,000","103,279","Exterior: BlueInterior: Gray","5-Speed Automatic","3.7","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"330","330.txt","2014 Subaru Impreza WRX 4-Door","JF1GV7E66EG011885","$27,490","13,482","Exterior: BlueInterior: Black","5 Speed","2.5","Colorado Auto Finders ","2200 S Parker Rd Denver, CO 80231","(303) 963-9485","www.coautofinders.com"
"331","331.txt","2006 Honda Odyssey EX","5FNRL38476B026287","$16,000","36,942","Exterior: Blue","5-Speed Automatic with Overdrive","3.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"332","332.txt","2009 Chevrolet Impala","2G1WU57M691203876","$500",NA,"Exterior: Red","4-Speed Automatic","3.9","HD Auto Sales Lakewood ","6295 W Colfax Ave Lakewood, CO 80214","(720) 548-2381","www.hdautosales.com"
"333","333.txt","2009 Ford F-450 Super Duty XLT 4x4 4dr Crew Cab 176","1FDAW47R39EA66259",NA,NA,"Exterior: GoldInterior: tan","Automatic 5-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"334","334.txt","2007 Nissan Maxima 3","1N4BA41E37C849075","$14,000","58,785","Exterior: Radiant Silver MetallicInterior: Charcoal Interior","CVT","3.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"335","335.txt","2007 Lexus IS 250 Base AWD 4dr Sedan ","JTHCK262875014090","$15,500","116,171","Exterior: BlackInterior: Black","Automatic 6-Speed",NA,"Mister Auto ","5701 W Colfax Ave Lakewood, CO 80214","(720) 606-4865","www.misterautodenver.com/"
"336","336.txt","2008 Mercedes-Benz GL-Class GL550","4JGBF86E98A297389","$27,000","76,363","Exterior: BlackInterior: Black","7-Speed Automatic","5.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"337","337.txt","2003 Honda odyssey EX-L Van 4D","5FNRL18033B032990","$7,000","85,521",NA,NA,NA,"Auto Brokers of Colorado ","2800 S Broadway Englewood, CO 80113","(303) 622-5357","autobrokerscolorado.com"
"338","338.txt","2007 Dodge Caliber 4dr HB R","1B3HE78K47D257377","$6,195",NA,"Exterior: Bright Silver Metallic","Variable",NA,"Lakewood Happy Motors ","5900 W Colfax Ave Lakewood, CO 80214","(303) 351-5826","www.lakewoodhappymotors.com/"
"339","339.txt","2008 GMC Yukon SLT 4x4 2 4dr SUV","1GKFK13088R260535",NA,NA,"Exterior: WhiteInterior: tan","Automatic 4-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"340","340.txt","2008 Ford F-150 Lariat","1FTPW14588KD59394","$21,500","93,636","Exterior: Black ClearcoatInterior: Medium Flint","4-Speed Automatic with Overdrive","5.4","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"341","341.txt","2008 Dodge Charger SE","2B3LA43G58H248120","$12,000","67,376","Exterior: Inferno Red Crystal Pearlcoat","Automatic","3.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"342","342.txt","2012 Toyota 4Runner SR5","JTEBU5JR7C5090712","$33,000","12,139","Exterior: BlackInterior: Graphite","5-Speed Automatic with Overdrive","4.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"343","343.txt","2014 RAM 1500 Tradesman","3C6RR7KT4EG229272",NA,"15,010","Exterior: White","Automatic","5.7","Brandon Dodge on Broadway ","5600 S Broadway Littleton, CO 80121","(303) 835-9407","brandondodge.com"
"344","344.txt","2013 Hyundai Elantra Limited","5NPDH4AE7DH219493","$14,990","19,836","Exterior: GrayInterior: Gray","Automatic","1.8","Colorado Auto Finders ","2200 S Parker Rd Denver, CO 80231","(303) 963-9485","www.coautofinders.com"
"345","345.txt","2000 Toyota Sienna LE","4T3ZF13C1YU254079","$2,975","246,446","Exterior: Super WhiteInterior: Oak","4-Speed Automatic","3.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"346","346.txt","2005 Volvo XC70 Base AWD 4dr Wagon","YV1SZ592351190145",NA,NA,"Exterior: SilverInterior: Black","Automatic 5-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"347","347.txt","2011 Dodge Nitro Heat","1D4PU4GX3BW561745","$20,000","47,806","Exterior: Blackberry PearlcoatInterior: Interior","5-Speed Automatic","4.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"348","348.txt","2005 Subaru Baja Turbo","4S4BT63CX55102470","$14,000","92,241","Exterior: Garnet Red PearlInterior: Medium Gray","4-Speed Automatic with Sportshift","2.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"349","349.txt","2012 Honda civic LX Coupe 2D","2HGFG3B51CH533623","$13,000","45,285",NA,NA,NA,"Auto Brokers of Colorado ","2800 S Broadway Englewood, CO 80113","(303) 622-5357","autobrokerscolorado.com"
"350","350.txt","2005 Audi S4 4","WAUPL68E75A047145","$17,000","70,437","Exterior: Brilliant BlackInterior: Black","6-Speed Automatic with Tiptronic","4.2","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"351","351.txt","2012 Ford F-150 FX4 4x4 4dr SuperCrew Styleside 5","1FTFW1ET5CKD00479",NA,NA,"Exterior: BlackInterior: black","Automatic 6-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"352","352.txt","2005 Ford Focus ZX4","1FAFP34N95W267435","$7,500","66,901","Exterior: Pitch Black ClearcoatInterior: Dark Pebble","4-Speed Automatic",NA,"Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"353","353.txt","2005 Jeep Grand Cherokee 4dr Limited 4WD","1J4HR58225C575079","$8,495",NA,"Exterior: Black","Automatic",NA,"Lakewood Happy Motors ","5900 W Colfax Ave Lakewood, CO 80214","(303) 351-5826","www.lakewoodhappymotors.com/"
"354","354.txt","2007 Jeep Commander Limited","1J8HG58267C587078","$15,975","101,804","Exterior: Red Rock Crystal PearlcoatInterior: Dark Khaki","5-Speed Automatic",NA,"Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"355","355.txt","2010 Dodge Nitro SXT 4x4 4dr SUV","1D4PU5GX2AW112514",NA,NA,"Exterior: BlueInterior: gray","Automatic 5-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"356","356.txt","2009 Ford E-Series Wagon E-150 XL","1FMNE11L49DA31209","$14,990","79,964","Exterior: WhiteInterior: Gray","Automatic","5.4","Colorado Auto Finders ","2200 S Parker Rd Denver, CO 80231","(303) 963-9485","www.coautofinders.com"
"357","357.txt","2011 Hyundai Tucson Limited","KM8JUCAC8BU157656","$18,000","31,200","Exterior: Cotton WhiteInterior: Black","6-Speed Automatic with Overdrive","4 ","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"358","358.txt","2005 Mazda Mazda3 SP23","JM1BK123751274264","$10,000","74,706","Exterior: Carbon Gray MicaInterior: Brown","4-Speed Automatic Electronic Sport with Overdrive","2.3","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
