"","filename","model","vin","price","mileage","color","transmission","engine_displacement","name_seller","street","phone","website"
"201","201.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"202","202.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"203","203.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"204","204.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"205","205.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"206","206.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"207","207.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"208","208.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"209","209.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"210","210.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"211","211.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"212","212.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"213","213.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"214","214.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"215","215.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"216","216.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"217","217.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"218","218.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"219","219.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"220","220.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"221","221.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"222","222.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"223","223.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"224","224.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"225","225.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"226","226.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"227","227.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"228","228.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"229","229.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"230","230.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"231","231.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"232","232.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"233","233.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"234","234.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"235","235.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"236","236.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"237","237.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"238","238.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"239","239.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"240","240.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"241","241.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"242","242.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"243","243.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"244","244.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"245","245.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"246","246.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"247","247.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"248","248.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"249","249.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"250","250.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"251","251.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"252","252.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"253","253.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"254","254.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"255","255.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"256","256.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"257","257.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"258","258.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"259","259.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"260","260.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"261","261.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"262","262.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"263","263.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"264","264.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"265","265.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"266","266.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"267","267.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"268","268.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"269","269.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"270","270.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"271","271.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"272","272.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"273","273.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"274","274.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"275","275.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"276","276.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"277","277.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"278","278.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"279","279.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"280","280.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"281","281.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"282","282.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"283","283.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"284","284.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"285","285.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"286","286.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"287","287.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"288","288.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"289","289.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"290","290.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"291","291.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"292","292.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"293","293.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"294","294.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"295","295.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"296","296.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"297","297.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"298","298.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"299","299.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"300","300.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"301","301.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"302","302.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"303","303.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"304","304.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"305","305.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"306","306.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"307","307.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"308","308.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"309","309.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
"310","310.txt","2012 Chevrolet Camaro SS","2G1FT1EW1C9106920","$29,896","16,324","Exterior: BlackInterior: Black",NA,"6.2","Automax Preowned of Framingham ","1199 Worcester Rd Framingham, MA 01701","(508) 205-1046","automaxpreowned.com/"
