"","filename","model","model_year","vin","price","mileage","color","transmission","engine_displacement","name_seller","street","phone","website"
"199","199.txt"," Ford F-150 Lariat SuperCab 4WD","2006 ","1FTPX14546FA01079","$14,995","133,054","Exterior: GrayInterior: Black","Automatic","5.4","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"200","200.txt"," Ford F-150 XL SuperCab 2WD","2006 ","1FTPX12V36NB18418","$9,495","122,614","Exterior: BLUEInterior: Black","Automatic","5.4","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"201","201.txt"," Jeep Compass Sport 4WD","2009 ","1J4FF47B99D100265","$9,995","120,074","Exterior: BLACKInterior: Black","Automatic","2.4","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"202","202.txt"," Chevrolet Silverado 2500HD LT Crew Cab 4WD","2007 ","1GCHK23617F526802","$19,995","190,905","Exterior: WhiteInterior: Black","Automatic","6.6","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"203","203.txt"," Subaru Forester 2.5X Limited","2009 ","JF2SH64679H741412","$13,995","99,348","Exterior: RedInterior: Black","Automatic","2.5","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"204","204.txt"," Chevrolet Equinox LT AWD","2008 ","2CNDL63F686059161","$11,995","90,231","Exterior: RedInterior: Gray","Automatic","3.4","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"205","205.txt"," Chevrolet Colorado LS Z71 Ext. Cab 4WD","2004 ","1GCDT196548115643","$8,995","115,453","Exterior: BLUEInterior: Black","Automatic","3.5","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"206","206.txt"," Jeep Grand Cherokee Laredo 4WD","2008 ","1J8GR48K18C195790","$12,995","94,998","Exterior: SilverInterior: Black","Automatic","3.7","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"207","207.txt"," Ford F-250 SD XLT SuperCab 4WD","2007 ","1FTSX21P97EA80309","$15,995","154,640","Exterior: BlackInterior: Gray","Automatic","6.0","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"208","208.txt"," Chevrolet Silverado 2500HD LS Ext. Cab 4WD","2002 ","1GCHK29U62E106666","$8,995","179,787","Exterior: GrayInterior: Black","Automatic","6.0","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"209","209.txt"," Honda CR-V EX 4WD AT","2004 ","SHSRD788X4U229932","$9,995","99,579","Exterior: SilverInterior: Black","Automatic","2.4","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"210","210.txt"," Toyota Tacoma Double Cab V6 4WD","2008 ","5TELU42N88Z541522","$17,995","124,948","Exterior: BlackInterior: Gray","Automatic","4.0","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"211","211.txt"," Ford F-150 Lariat SuperCab 4WD","2005 ","1FTPX14555NA94067","$12,995","151,670","Exterior: BurgundyInterior: Beige","Automatic","5.4","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"212","212.txt"," Chevrolet Silverado 1500 LT Crew Cab 4WD","2006 ","2GCEK13T261176878","$15,995","133,514","Exterior: RedInterior: Black","Automatic","5.3","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"213","213.txt"," Nissan Maxima S","2012 ","1N4AA5AP0CC831923",NA,"71,005","Exterior: BlackInterior: Black","Automatic","3.5","S and M Auto Sales ","5729 S Western Ave Chicago, IL 60636","(312) 614-0777","sandmauto.com"
"214","214.txt"," Nissan Altima S FULLY SERVICED","2003 ","1N4AL11D43C303844",NA,NA,"Exterior: Metallic S","Automatic","2.5","Accurate Auto Group ","415 W Roosevelt Rd Maywood, IL 60153","(847) 607-6774","www.accurateautogroupinc.com"
"215","215.txt"," Dodge Sprinter Van 2500 Super High Ceiling 158-in. WB","2003 ","WD2YD742835557000","$7,999","248,077","Exterior: YellowInterior: Gray","Automatic","2.7","S and M Auto Sales ","5729 S Western Ave Chicago, IL 60636","(312) 614-0777","sandmauto.com"
"216","216.txt"," Lexus LX 470 Sport Utility","2002 ","JTJHT00W723518460","$13,495","136,671","Exterior: BlackInterior: Gray","Automatic","4.7","Express Motors ","20063 N Rand Rd Palatine, IL 60074","(847) 457-0186","www.expressmotorsofil.com/"
"217","217.txt"," Volkswagen Beetle 2.0T Turbo","2013 ","3VW467AT5DM609294","$14,999","55,959","Exterior: RedInterior: Black","6 Speed","2.0","S and M Auto Sales ","5729 S Western Ave Chicago, IL 60636","(312) 614-0777","sandmauto.com"
"218","218.txt"," Lexus GS 350","2007 ","JTHCE96S470006856",NA,NA,"Exterior: Metallic Silver","Automatic","3.5","Accurate Auto Group ","415 W Roosevelt Rd Maywood, IL 60153","(847) 607-6774","www.accurateautogroupinc.com"
"219","219.txt"," Mazda Tribute s 4WD 4-spd AT","2005 ","4F2CZ94185KM07747","$6,999","116,364","Exterior: BurgundyInterior: Charcoal","Automatic","3.0","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"220","220.txt"," LINCOLN Aviator","2004 ","5LMEU88H44ZJ21384",NA,"145,655","Exterior: BLACK","Automatic","4.6","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"221","221.txt"," Chevrolet Venture","2001 ","1GNDX03EX10204133","$2,555","131,449",NA,"Automatic","3.4","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"222","222.txt"," Hummer H3","2006 ","5GTDN136X68303783","$9,555","160,272","Exterior: WHITE","Automatic","3.5","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"223","223.txt"," Toyota Corolla LE","2008 ","1NXBR32E38Z980705","$6,999","122,468","Exterior: SilverInterior: Gray","Automatic","1.8","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"224","224.txt"," Acura TL","2003 ","19UUA56603A005495","$2,555","212,018","Exterior: GREY","Automatic","3.2","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"225","225.txt"," Lexus RX 350","2013 ","2T2BK1BA9DC217911",NA,"19,712","Exterior: PEARL WHITE","Automatic","3.5","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"226","226.txt"," Lexus IS 250","2014 ","JTHCF1D22E5002497",NA,"19,713","Exterior: PEARL WHITE","Automatic","2.5","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"227","227.txt"," Nissan Titan LE Crew Cab 2WD","2005 ","1N6BA07A85N541793","$9,999","117,312","Exterior: GrayInterior: Charcoal","Automatic","5.6","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"228","228.txt"," Ford E-Series Wagon E-350 XLT Super Duty","2006 ","1FMNE31P26HB04726","$8,999","126,739","Exterior: BurgundyInterior: Gray","Automatic","6.0","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"229","229.txt"," Mazda MAZDA6 s","2004 ","1YVFP80D145N52567","$6,499","92,834","Exterior: GrayInterior: Gray","Automatic","3.0","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"230","230.txt"," Toyota Sienna XLE Limited","2004 ","5TDZA22C34S194887","$7,999","109,924","Exterior: Dark GreenInterior: Beige","Automatic","3.3","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"231","231.txt"," Kia Optima LX","2011 ","KNAGM4A7XB5088354","$12,999","64,532","Exterior: BurgundyInterior: Beige","Automatic","2.4","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"232","232.txt"," Chevrolet Silverado 2500HD Ext. Cab Long Bed 4WD","2005 ","1GCHK29U65E110432","$10,999","78,104","Exterior: WhiteInterior: Gray","Automatic","6.0","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"233","233.txt"," Toyota RAV4 Sport I4 4WD","2009 ","JTMBF33V49D001710","$11,499","114,264","Exterior: WhiteInterior: Gray","Automatic","2.4","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"234","234.txt"," Dodge Magnum","2008 ","2D4FV47T38H166333","$8,499","90,421","Exterior: SilverInterior: Charcoal","Automatic","2.7","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"235","235.txt"," Lexus RX 450h","2013 ","JTJBC1BA2D2442197",NA,"25,799","Exterior: GRAY","Automatic","3.5","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"236","236.txt"," Chevrolet Suburban 1500 4WD","2005 ","1GNFK16Z35J102045","$8,999","122,539","Exterior: GrayInterior: Charcoal","Automatic","5.3","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"237","237.txt"," Ford Expedition Eddie Bauer 4WD","1997 ","1FMFU18L9VLB96735","$4,499","123,497","Exterior: BurgundyInterior: Beige","Automatic","5.4","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"238","238.txt"," Lexus IS 250","2014 ","JTHCF1D25E5002137",NA,"22,665","Exterior: WHITE","Automatic","2.5","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"239","239.txt"," Chevrolet Cobalt SS Supercharged Coupe","2006 ","1G1AP14P067748771","$6,999","123,426","Exterior: YellowInterior: Charcoal","Manual","2.0","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"240","240.txt"," Volkswagen Jetta S PZEV","2010 ","3VWJZ7AJ9AM041572","$8,999","94,169","Exterior: BlackInterior: Charcoal","Automatic","2.5","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"241","241.txt"," Cadillac Escalade EXT","2002 ","3GYEK63N82G342217","$7,555","217,587","Exterior: BLACK-TAN","Automatic","6.0","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"242","242.txt"," Ford Explorer XLT 4-Door AWD","1995 ","1FMDU34X5SUB33522","$1,999","186,630","Exterior: BurgundyInterior: Tan","Automatic","4.0","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"243","243.txt"," Nissan Sentra 2.0 SL","2009 ","3N1AB61EX9L623026","$7,999","103,424","Exterior: BlueInterior: Charcoal","Automatic","2.0","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"244","244.txt"," Subaru Outback Wagon w","2003 ","4S3BH675X37609534","$4,999","134,410","Exterior: GreenInterior: Tan","Automatic","2.5","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"245","245.txt"," Honda Accord EX Sedan AT","2008 ","1HGCP36738A016411","$9,999","117,812","Exterior: SilverInterior: Charcoal","Automatic","3.5","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"246","246.txt"," Cadillac CTS 3.6L","2005 ","1G6DP567650215715","$7,499","97,164","Exterior: CharcoalInterior: Gray","Automatic","3.6","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"247","247.txt"," Saab 9-3","2007 ","YS3FD79Y176103444","$7,555","117,937",NA,"Automatic","2.0","Jidd Motors ","855 Rand Rd Des Plaines, IL 60016","(224) 619-3450","www.jiddmotors.com/"
"248","248.txt"," Dodge Journey SXT","2009 ","3D4GG57V39T163897","$9,999","97,982","Exterior: BlackInterior: Gray","Automatic","3.5","Fortune Motor Group ","545 S Green Bay Rd Waukegan, IL 60085","(847) 423-8035","fortunemotorgroup.com"
"249","249.txt"," Volkswagen Jetta 2.0T 4dr Sedan Heated Leather Moonroof","2006 ","3VWNJ71K86M667655","$6,995","117,022","Exterior: BlueInterior: Gray","Automatic 6-Speed",NA,"Wheels 'n' Deals Auto Sales ","East Terra Cotta Avenue Crystal Lake, IL 60014","(815) 915-4128","wheelsndealsinc.com"
"250","250.txt"," Infiniti G35 AWD 4dr Sedan w","2004 ","JNKCV51F24M711677","$7,995","122,026","Exterior: SilverInterior: Black","Automatic 5-Speed",NA,"Wheels 'n' Deals Auto Sales ","East Terra Cotta Avenue Crystal Lake, IL 60014","(815) 915-4128","wheelsndealsinc.com"
"251","251.txt"," Suzuki XL7 EX 4WD 4dr SUV","2004 ","JS3TX92V544112802","$6,995","87,467","Exterior: blackInterior: Black","Automatic 5-Speed",NA,"Wheels 'n' Deals Auto Sales ","East Terra Cotta Avenue Crystal Lake, IL 60014","(815) 915-4128","wheelsndealsinc.com"
"252","252.txt"," Ford Expedition Eddie Bauer 4WD 4dr SUV","2004 ","1FMFU18L54LA31327","$8,988","138,574","Exterior: blueInterior: Tan","Automatic 4-Speed",NA,"Wheels 'n' Deals Auto Sales ","East Terra Cotta Avenue Crystal Lake, IL 60014","(815) 915-4128","wheelsndealsinc.com"
"253","253.txt"," Toyota RAV4 LE FWD","2014 ","2T3ZFREV4EW107635",NA,"32,015","Exterior: RedInterior: Black","Automatic","2.5","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"254","254.txt"," Nissan Altima 2.5 SL","2009 ","1N4AL21E19N523146","$10,995","88,455","Exterior: WhiteInterior: Black","Automatic","2.5","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"255","255.txt"," Toyota Camry SE","2015 ","4T1BF1FK5FU972082",NA,"5,151","Exterior: SilverInterior: Gray","Automatic","2.5","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"256","256.txt"," Hyundai Elantra SE 6AT","2015 ","5NPDH4AE2FH579256","$12,995","33,067","Exterior: SilverInterior: Gray","Automatic","1.8","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"257","257.txt"," Chrysler Town ","2008 ","2A8HR44H58R607781","$9,995","68,385","Exterior: BlueInterior: Gray","Automatic","3.3","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"258","258.txt"," Chrysler 200 C","2015 ","1C3CCCCB5FN545162",NA,"39,091","Exterior: WhiteInterior: Black","9 Speed Automatic","2.4","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"259","259.txt"," Honda Odyssey LX","2011 ","5FNRL5H23BB055449",NA,"54,931","Exterior: GrayInterior: Tan","Automatic","3.5","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"260","260.txt"," Dodge Grand Caravan SXT","2013 ","2C4RDGCG2DR759273","$11,495","116,405","Exterior: WhiteInterior: Black","Automatic","3.6","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"261","261.txt"," Ford Explorer Sport Trac Limited 4.0L 4WD","2007 ","1FMEU53KX7UA09582","$11,995","111,656","Exterior: RedInterior: Black","Automatic","4.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"262","262.txt"," Buick Enclave CXL FWD AND Back Up Camera","2009 ","5GAER23DX9J197516","$10,995","141,706","Exterior: GrayInterior: Beige","Automatic","3.6","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"263","263.txt"," Honda Odyssey LX with Back Up Camera","2013 ","5FNRL5H29DB054227","$18,995","56,352","Exterior: SilverInterior: Gray","Automatic","3.5","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"264","264.txt"," Toyota Corolla LE","2008 ","1NXBR32E68Z986529","$6,994","83,732","Exterior: WhiteInterior: Gray","Automatic","1.8","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"265","265.txt"," Ford Explorer XLT 4.0L 2WD","2008 ","1FMEU63E48UA01429","$7,994","105,279","Exterior: BlackInterior: Gray","Automatic","4.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"266","266.txt"," Dodge Avenger SE","2014 ","1C3CDZABXEN233808","$12,994","17,650","Exterior: BlackInterior: Black","Automatic","2.4","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"267","267.txt"," Toyota Corolla S 5-Speed MT","2010 ","2T1BU4EE6AC308239","$8,994","75,000","Exterior: GrayInterior: Gray","6 Speed","1.8","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"268","268.txt"," Jeep Patriot Sport 2WD","2015 ","1C4NJPBA8FD226502","$14,995","12,838","Exterior: SilverInterior: Black","Automatic","2.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"269","269.txt"," Jeep Patriot Sport 2WD","2015 ","1C4NJPBA8FD226502","$14,995","12,838","Exterior: SilverInterior: Black","Automatic","2.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"270","270.txt"," Lexus GS GS 300 AWD Plus Sun Roof","2006 ","JTHCH96S560015037","$12,995","113,231","Exterior: GrayInterior: Black","Automatic","3.0","Baha Auto Group ","8059 S Harlem Ave Burbank, IL 60459","(708) 328-3948","www.BahaAuto.com"
"271","271.txt"," Ford Edge SE","2007 ","2FMDK46C67BA96564","$12,800","83,097","Exterior: Light Sage MetallicInterior: Camel","6-Speed Automatic",NA,"Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"272","272.txt"," Volkswagen Beetle 2.5L","2006 ","3VWPG31C66M422507","$9,000","57,689","Exterior: Reflex SilverInterior: Black","6-Speed Automatic with Tiptronic","2.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"273","273.txt"," Infiniti M45 Sport","2003 ","JNKAY41E53M003129","$11,500","65,973","Exterior: Brilliant SilverInterior: Graphite","5-Speed Automatic with Overdrive","4.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"274","274.txt"," Ford F-250 Super Duty XL 4dr SuperCab 4WD LB","2008 ","1FTSX21R38EB51703",NA,NA,"Exterior: WhiteInterior: tan","Automatic 5-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"275","275.txt"," Ford F-150 FX4 4dr SuperCrew 4x4 Styleside 6.5 ft. SB","2007 ","1FTPW14V77FB61915",NA,NA,"Exterior: BlueInterior: gray","Automatic 4-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"276","276.txt"," Jeep Commander","2006 ","1J8HG58276C268013","$11,563",NA,"Exterior: BlackInterior: Black","5 Speed AutomaticInsight Automotive",NA,"Insight Automotive ","1877 Vista View Dr Longmont, CO 80504","(720) 465-8938","www.insightautomotive.com"
"277","277.txt"," Dodge Intrepid 4dr Sdn SE","2003 ","2B3HD46RX3H548660","$5,895",NA,"Exterior: Bright Silver Metallic","Automatic",NA,"Lakewood Happy Motors ","5900 W Colfax Ave Lakewood, CO 80214","(303) 351-5826","www.lakewoodhappymotors.com/"
"278","278.txt"," Ford F-250 Super Duty Lariat 4x4 4dr Crew Cab 6.8 ft. SB Pickup","2011 ","1FT7W2BT2BED03156",NA,NA,"Exterior: WhiteInterior: black","Automatic 6-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"279","279.txt"," GMC Sierra 2500HD SLT 4dr Crew Cab 4WD SB","2004 ","1GTHK23UX4F117580",NA,NA,"Exterior: gray Interior: Black ","Automatic 4-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"280","280.txt"," EXCEL PETERSON LEGACY 33RKO LIMITED LEGACY 33RKO LIMITED","2004 ","1P9RF332041090261","$18,999",NA,"Exterior: WHITEInterior: TanDye Autos",NA,NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"281","281.txt"," Ford Ranger","2010 ","1FTKR1AD2APA63843","$11,500",NA,"Exterior: WhiteInterior: Black","AutomaticInsight Automotive",NA,"Insight Automotive ","1877 Vista View Dr Longmont, CO 80504","(720) 465-8938","www.insightautomotive.com"
"282","282.txt"," Jeep Grand Cherokee Freedom Edition 4WD 4dr SUV","2004 ","1J4GW48SX4C160816",NA,"127,678","Exterior: Bright Silver MetallicInterior: Black","Automatic 4-Speed",NA,"B Quality Auto Check LLC ","6808 W Colfax Ave Lakewood, CO 80214","(303) 625-6491","www.bqualityautocheck.com/"
"283","283.txt"," Chrysler 300C","2005 ","2C3JA63H75H111478","$11,000","76,111","Exterior: Bright Silver Metallic ClearcoatInterior: Deep Jade","5-Speed Automatic",NA,"Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"284","284.txt"," BMW M3 Convertible","2008 ","WBSWL93588P331160","$32,975","60,460","Exterior: Alpine WhiteInterior: Bamboo Beige","7-Speed Double-clutch","4.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"285","285.txt"," GMC Yukon SLT 4dr SUV 4x4 w","2007 ","1GKFK13027R331341",NA,NA,"Exterior: WhiteInterior: tan","Automatic 4-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"286","286.txt"," Audi TT 1.8T Roadster","2002 ","TRUUT28N721006868","$10,000","107,742","Exterior: WhiteInterior: Ebony","6-Speed Manual","1.8","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"287","287.txt"," Jeep Grand Cherokee Laredo 4WD 4dr SUV","2001 ","1J4GW48S01C539075",NA,"168,850","Exterior: Dark RedInterior: Black","Automatic 4-Speed",NA,"B Quality Auto Check LLC ","6808 W Colfax Ave Lakewood, CO 80214","(303) 625-6491","www.bqualityautocheck.com/"
"288","288.txt"," Mercedes-Benz CLA-Class CLA45 AMG","2014 ","WDDSJ5CB0EN071389","$49,000","17,541","Exterior: Cirrus WhiteInterior: Black","7-Speed Automatic","2.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"289","289.txt"," Cadillac Escalade Luxury AWD 4dr SUV","2011 ","1GYS4BEF7BR264704",NA,NA,"Exterior: BlackInterior: Black","Automatic 6-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"290","290.txt"," Nissan Maxima 3.5 SE","2007 ","1N4BA41E57C810097","$10,000","103,021","Exterior: Precision Gray MetallicInterior: Charcoal","CVT","3.5","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"291","291.txt"," Jeep Wrangler X","2006 ","1J4FA39S56P743003","$17,490","68,414","Exterior: BlackInterior: Gray","Automatic","4.0","Colorado Auto Finders ","2200 S Parker Rd Denver, CO 80231","(303) 963-9485","www.coautofinders.com"
"292","292.txt"," Toyota 4runner Limited Sport Utility 4D","1999 ","JT3HN87R6X0204078","$8,000","199,983",NA,NA,NA,"Auto Brokers of Colorado ","2800 S Broadway Englewood, CO 80113","(303) 622-5357","autobrokerscolorado.com"
"293","293.txt"," Hyundai Sonata Limited 4dr Sedan w","2007 ","5NPEU46F67H196620",NA,"143,734","Exterior: Pearl WhiteInterior: Beige","Automatic 5-Speed",NA,"B Quality Auto Check LLC ","6808 W Colfax Ave Lakewood, CO 80214","(303) 625-6491","www.bqualityautocheck.com/"
"294","294.txt"," Infiniti G35 Sport Sedan with Leather","2003 ","JNKCV51E23M335651","$8,495",NA,"Exterior: Desert Platinum","Automatic",NA,"Lakewood Happy Motors ","5900 W Colfax Ave Lakewood, CO 80214","(303) 351-5826","www.lakewoodhappymotors.com/"
"295","295.txt"," Chevrolet Traverse LT","2009 ","1GNEV23D59S129247","$18,975","67,344","Exterior: Cyber Gray Metallic","6-Speed Automatic Electronic with Overdrive","3.6","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"296","296.txt"," RAM Ram Pickup 3500 Laramie 4x4 4dr Crew Cab 8 ft. LB DRW Pickup","2012 ","3C63D3JL0CG101994",NA,NA,"Exterior: Mineral grayInterior: Black","Manual 6-Speed",NA,"Dye Autos ","4855 Miller St Wheat Ridge, CO 80033","(303) 647-4210","www.dyeautos.com"
"297","297.txt"," Honda Accord LX-P 4dr Sedan 5A","2008 ","JHMCP264X8C009103","$9,999","123,650","Exterior: GoldInterior: Unspecified","Automatic 5-Speed",NA,"R 'n' B Cars","1972 S Parker Rd Denver, CO 80231","(720) 633-9658","www.rnbcar.com"
"298","298.txt"," Jeep Grand Cherokee Laredo","2008 ","1J8HR48M68C233603","$21,975","55,817","Exterior: ChampagneInterior: Gray","5-Speed Automatic","3.0","Maximum Auto Search ","5295 S Broadway Englewood, CO 80113","(720) 627-6745","www.maximumautosearch.com"
"299","299.txt"," Jeep Wrangler","2005 ","1J4FA49S35P386862","$500",NA,"Exterior: Yellow",NA,"4.0","HD Auto Sales Lakewood ","6295 W Colfax Ave Lakewood, CO 80214","(720) 548-2381","www.hdautosales.com"
"300","300.txt"," Scion tC Spec 2dr Hatchback ","2007 ","JTKDE177770216216","$6,999","104,056","Exterior: SilverInterior: Black","Stick Shift ",NA,"R 'n' B Cars","1972 S Parker Rd Denver, CO 80231","(720) 633-9658","www.rnbcar.com"
"301","301.txt"," BMW 5 Series 528i 4dr Wagon","2000 ","WBADP6340YBV64131",NA,"159,914","Exterior: Garnet Red Pearl Interior: Beige","Automatic 5-Speed",NA,"B Quality Auto Check LLC ","6808 W Colfax Ave Lakewood, CO 80214","(303) 625-6491","www.bqualityautocheck.com/"
"302","302.txt",NA,NA,"5XXGR4A65CG084088",NA,NA,"Exterior: Red","Automatic 6-Speed","2.0","Brandon Dodge on Broadway ","5600 S Broadway Littleton, CO 80121","(303) 835-9407","brandondodge.com"
